RowId,ElementId,Action,Object,Value01,Value02,Value03,Value04
0.36,,Use,Points,"0.00000000, 60.00000000, -54.00000000","20.00000000, 60.00000000, -48.27184366","40.00000000, 60.00000000, -47.29814728","60.00000000, 60.00000000, -49.77008177"
0.37,,Use,Points,"80.00000000, 60.00000000, -49.98465844","100.00000000, 60.00000000, -45.11766199","120.00000000, 60.00000000, -38.82532854","140.00000000, 60.00000000, -36.58160437"
0.38,,Use,Points,"160.00000000, 60.00000000, -38.69730712","180.00000000, 60.00000000, -39.92374492","200.00000000, 60.00000000, -36.14629167","220.00000000, 60.00000000, -29.63170594"
0.39,,Use,Points,"240.00000000, 60.00000000, -26.13736889","260.00000000, 60.00000000, -27.56898539","280.00000000, 60.00000000, -29.55026813","300.00000000, 60.00000000, -27.00394899"
0.40,,Use,Points,"-80.00000000, 80.00000000, -60.46619682","-60.00000000, 80.00000000, -54.01534156","-40.00000000, 80.00000000, -55.76650343","-20.00000000, 80.00000000, -57.99829441"
0.41,,Use,Points,"0.00000000, 80.00000000, -52.00000000","20.00000000, 80.00000000, -46.00170559","40.00000000, 80.00000000, -48.23349657","60.00000000, 80.00000000, -49.98465844"
0.42,,Use,Points,"80.00000000, 80.00000000, -43.53380318","100.00000000, 80.00000000, -38.04256701","120.00000000, 80.00000000, -40.69730712","140.00000000, 80.00000000, -41.91671092"
0.43,,Use,Points,"160.00000000, 80.00000000, -35.07396070","180.00000000, 80.00000000, -30.13736889","200.00000000, 80.00000000, -33.15161327","220.00000000, 80.00000000, -33.79537799"
0.44,,Use,Points,"240.00000000, 80.00000000, -26.62674028","260.00000000, 80.00000000, -22.28481906","280.00000000, 80.00000000, -25.59022273","300.00000000, 80.00000000, -25.62231345"
0.45,,Use,Points,"-80.00000000, 100.00000000, -61.95743299","-60.00000000, 100.00000000, -54.88233801","-40.00000000, 100.00000000, -50.97279002","-20.00000000, 100.00000000, -55.63718971"
0.46,,Use,Points,"0.00000000, 100.00000000, -50.00000000","20.00000000, 100.00000000, -44.36281029","40.00000000, 100.00000000, -49.02720998","60.00000000, 100.00000000, -45.11766199"
0.47,,Use,Points,"80.00000000, 100.00000000, -38.04256701","100.00000000, 100.00000000, -42.17608444","120.00000000, 100.00000000, -40.14629167","140.00000000, 100.00000000, -32.03757058"
0.48,,Use,Points,"160.00000000, 100.00000000, -35.15161327","180.00000000, 100.00000000, -35.00394899","200.00000000, 100.00000000, -26.34821900","220.00000000, 100.00000000, -28.03540524"
0.49,,Use,Points,"240.00000000, 100.00000000, -29.62231345","260.00000000, 100.00000000, -20.94976620","280.00000000, 100.00000000, -20.91637685","300.00000000, 100.00000000, -23.95212650"
0.50,,Use,Points,"-80.00000000, 120.00000000, -55.30269288","-60.00000000, 120.00000000, -57.17467146","-40.00000000, 120.00000000, -48.01534156","-20.00000000, 120.00000000, -52.70185272"
0.51,,Use,Points,"0.00000000, 120.00000000, -48.00000000","20.00000000, 120.00000000, -43.29814728","40.00000000, 120.00000000, -47.98465844","60.00000000, 120.00000000, -38.82532854"
0.52,,Use,Points,"80.00000000, 120.00000000, -40.69730712","100.00000000, 120.00000000, -40.14629167","120.00000000, 120.00000000, -32.13736889","140.00000000, 120.00000000, -37.55026813"
0.53,,Use,Points,"160.00000000, 120.00000000, -30.62674028","180.00000000, 120.00000000, -28.47499803","200.00000000, 120.00000000, -31.62231345","220.00000000, 120.00000000, -22.18285962"
0.54,,Use,Points,"240.00000000, 120.00000000, -26.00715720","260.00000000, 120.00000000, -22.85701016","280.00000000, 120.00000000, -16.72893498","300.00000000, 120.00000000, -21.96711541"
0.55,,Use,Points,"-80.00000000, 140.00000000, -50.08328908","-60.00000000, 140.00000000, -55.41839563","-40.00000000, 140.00000000, -47.47493345","-20.00000000, 140.00000000, -49.33995260"
0.56,,Use,Points,"0.00000000, 140.00000000, -46.00000000","20.00000000, 140.00000000, -42.66004740","40.00000000, 140.00000000, -44.52506655","60.00000000, 140.00000000, -36.58160437"
0.57,,Use,Points,"80.00000000, 140.00000000, -41.91671092","100.00000000, 140.00000000, -32.03757058","120.00000000, 140.00000000, -37.55026813","140.00000000, 140.00000000, -29.27214552"
0.58,,Use,Points,"160.00000000, 140.00000000, -31.59022273","180.00000000, 140.00000000, -27.73116771","200.00000000, 140.00000000, -24.91637685","220.00000000, 140.00000000, -26.31086018"
0.59,,Use,Points,"240.00000000, 140.00000000, -18.72893498","260.00000000, 140.00000000, -23.85328090","280.00000000, 140.00000000, -14.00977032","300.00000000, 140.00000000, -19.66608619"
0.60,,Use,Points,"-80.00000000, 160.00000000, -52.92603930","-60.00000000, 160.00000000, -49.30269288","-40.00000000, 160.00000000, -48.46619682","-20.00000000, 160.00000000, -45.76650343"
0.61,,Use,Points,"0.00000000, 160.00000000, -44.00000000","20.00000000, 160.00000000, -42.23349657","40.00000000, 160.00000000, -39.53380318","60.00000000, 160.00000000, -38.69730712"
0.62,,Use,Points,"80.00000000, 160.00000000, -35.07396070","100.00000000, 160.00000000, -35.15161327","120.00000000, 160.00000000, -30.62674028","140.00000000, 160.00000000, -31.59022273"
0.63,,Use,Points,"160.00000000, 160.00000000, -26.19823762","180.00000000, 160.00000000, -28.00715720","200.00000000, 160.00000000, -21.79429328","220.00000000, 160.00000000, -24.39673380"
0.64,,Use,Points,"240.00000000, 160.00000000, -17.42041307","260.00000000, 160.00000000, -20.75364252","280.00000000, 160.00000000, -13.08169305","300.00000000, 160.00000000, -17.07301865"
0.65,,Use,Points,"-80.00000000, 180.00000000, -53.86263111","-60.00000000, 180.00000000, -44.07625508","-40.00000000, 180.00000000, -49.17467146","-20.00000000, 180.00000000, -42.22991823"
0.66,,Use,Points,"0.00000000, 180.00000000, -42.00000000","20.00000000, 180.00000000, -41.77008177","40.00000000, 180.00000000, -34.82532854","60.00000000, 180.00000000, -39.92374492"
0.67,,Use,Points,"80.00000000, 180.00000000, -30.13736889","100.00000000, 180.00000000, -35.00394899","120.00000000, 180.00000000, -28.47499803","140.00000000, 180.00000000, -27.73116771"
0.68,,Use,Points,"160.00000000, 180.00000000, -28.00715720","180.00000000, 180.00000000, -20.66896206","200.00000000, 180.00000000, -25.96711541","220.00000000, 180.00000000, -16.21594967"
0.69,,Use,Points,"240.00000000, 180.00000000, -20.81964255","260.00000000, 180.00000000, -14.72697396","280.00000000, 180.00000000, -13.46355109","300.00000000, 180.00000000, -14.23515620"
0.70,,Use,Points,"-80.00000000, 200.00000000, -46.84838673","-60.00000000, 200.00000000, -43.85370833","-40.00000000, 200.00000000, -47.95743299","-20.00000000, 200.00000000, -38.97279002"
0.71,,Use,Points,"0.00000000, 200.00000000, -40.00000000","20.00000000, 200.00000000, -41.02720998","40.00000000, 200.00000000, -32.04256701","60.00000000, 200.00000000, -36.14629167"
0.72,,Use,Points,"80.00000000, 200.00000000, -33.15161327","100.00000000, 200.00000000, -26.34821900","120.00000000, 200.00000000, -31.62231345","140.00000000, 200.00000000, -24.91637685"
0.73,,Use,Points,"160.00000000, 200.00000000, -21.79429328","180.00000000, 200.00000000, -25.96711541","200.00000000, 200.00000000, -17.01954736","220.00000000, 200.00000000, -17.92919230"
0.74,,Use,Points,"240.00000000, 200.00000000, -19.07301865","260.00000000, 200.00000000, -10.05348963","280.00000000, 200.00000000, -14.08620401","300.00000000, 200.00000000, -11.21924248"
0.75,,Use,Points,"-80.00000000, 220.00000000, -42.20462201","-60.00000000, 220.00000000, -46.36829406","-40.00000000, 220.00000000, -44.33966877","-20.00000000, 220.00000000, -36.19359170"
0.76,,Use,Points,"0.00000000, 220.00000000, -38.00000000","20.00000000, 220.00000000, -39.80640830","40.00000000, 220.00000000, -31.66033123","60.00000000, 220.00000000, -29.63170594"
0.77,,Use,Points,"80.00000000, 220.00000000, -33.79537799","100.00000000, 220.00000000, -28.03540524","120.00000000, 220.00000000, -22.18285962","140.00000000, 220.00000000, -26.31086018"
0.78,,Use,Points,"160.00000000, 220.00000000, -24.39673380","180.00000000, 220.00000000, -16.21594967","200.00000000, 220.00000000, -17.92919230","220.00000000, 220.00000000, -19.82757340"
0.79,,Use,Points,"240.00000000, 220.00000000, -11.71812947","260.00000000, 220.00000000, -9.57501424","280.00000000, 220.00000000, -13.77242620","300.00000000, 220.00000000, -8.10620462"
0.80,,Use,Points,"-80.00000000, 240.00000000, -45.37325972","-60.00000000, 240.00000000, -45.86263111","-40.00000000, 240.00000000, -39.30269288","-20.00000000, 240.00000000, -34.01534156"
0.81,,Use,Points,"0.00000000, 240.00000000, -36.00000000","20.00000000, 240.00000000, -37.98465844","40.00000000, 240.00000000, -32.69730712","60.00000000, 240.00000000, -26.13736889"
0.82,,Use,Points,"80.00000000, 240.00000000, -26.62674028","100.00000000, 240.00000000, -29.62231345","120.00000000, 240.00000000, -26.00715720","140.00000000, 240.00000000, -18.72893498"
0.83,,Use,Points,"160.00000000, 240.00000000, -17.42041307","180.00000000, 240.00000000, -20.81964255","200.00000000, 240.00000000, -19.07301865","220.00000000, 240.00000000, -11.71812947"
0.84,,Use,Points,"240.00000000, 240.00000000, -8.52765865","260.00000000, 240.00000000, -11.67421786","280.00000000, 240.00000000, -11.76532607","300.00000000, 240.00000000, -4.98470655"
0.85,,Use,Points,"-80.00000000, 260.00000000, -45.71518094","-60.00000000, 260.00000000, -40.43101461","-40.00000000, 260.00000000, -34.68869412","-20.00000000, 260.00000000, -32.46618138"
0.86,,Use,Points,"0.00000000, 260.00000000, -34.00000000","20.00000000, 260.00000000, -35.53381862","40.00000000, 260.00000000, -33.31130588","60.00000000, 260.00000000, -27.56898539"
0.87,,Use,Points,"80.00000000, 260.00000000, -22.28481906","100.00000000, 260.00000000, -20.94976620","120.00000000, 260.00000000, -22.85701016","140.00000000, 260.00000000, -23.85328090"
0.88,,Use,Points,"160.00000000, 260.00000000, -20.75364252","180.00000000, 260.00000000, -14.72697396","200.00000000, 260.00000000, -10.05348963","220.00000000, 260.00000000, -9.57501424"
0.89,,Use,Points,"240.00000000, 260.00000000, -11.67421786","260.00000000, 260.00000000, -11.99378371","280.00000000, 260.00000000, -8.06809064","300.00000000, 260.00000000, -1.94408618"
0.90,,Use,Points,"-80.00000000, 280.00000000, -38.40977727","-60.00000000, 280.00000000, -34.44973187","-40.00000000, 280.00000000, -32.08328908","-20.00000000, 280.00000000, -31.47493345"
0.91,,Use,Points,"0.00000000, 280.00000000, -32.00000000","20.00000000, 280.00000000, -32.52506655","40.00000000, 280.00000000, -31.91671092","60.00000000, 280.00000000, -29.55026813"
0.92,,Use,Points,"80.00000000, 280.00000000, -25.59022273","100.00000000, 280.00000000, -20.91637685","120.00000000, 280.00000000, -16.72893498","140.00000000, 280.00000000, -14.00977032"
0.93,,Use,Points,"160.00000000, 280.00000000, -13.08169305","180.00000000, 280.00000000, -13.46355109","200.00000000, 280.00000000, -14.08620401","220.00000000, 280.00000000, -13.77242620"
0.94,,Use,Points,"240.00000000, 280.00000000, -11.76532607","260.00000000, 280.00000000, -8.06809064","280.00000000, 280.00000000, -3.44255500","300.00000000, 280.00000000, 0.93276128"
0.95,,Use,Points,"-80.00000000, 300.00000000, -34.37768655","-60.00000000, 300.00000000, -32.99605101","-40.00000000, 300.00000000, -31.85370833","-20.00000000, 300.00000000, -30.88233801"
0.96,,Use,Points,"0.00000000, 300.00000000, -30.00000000","20.00000000, 300.00000000, -29.11766199","40.00000000, 300.00000000, -28.14629167","60.00000000, 300.00000000, -27.00394899"
0.97,,Use,Points,"80.00000000, 300.00000000, -25.62231345","100.00000000, 300.00000000, -23.95212650","120.00000000, 300.00000000, -21.96711541","140.00000000, 300.00000000, -19.66608619"
0.98,,Use,Points,"160.00000000, 300.00000000, -17.07301865","180.00000000, 300.00000000, -14.23515620","200.00000000, 300.00000000, -11.21924248","220.00000000, 300.00000000, -8.10620462"
0.99,,Use,Points,"240.00000000, 300.00000000, -4.98470655","260.00000000, 300.00000000, -1.94408618","280.00000000, 300.00000000, 0.93276128","300.00000000, 300.00000000, 3.57598665"
0.100,,Add,TopographySurface,,,,
