RowId,ElementId,Action,Object,Value01,Value02,Value03,Value04
62,,Add,AdaptiveComponent,"50.15926701, -24.24793708, 160.00000000","24.24793708, 50.15926701, 160.00000000","25.70120338, 50.44145176, 150.00000000","50.44145176, -25.70120338, 150.00000000"
63,,Add,AdaptiveComponent,"24.24793708, 50.15926701, 160.00000000","-50.15926701, 24.24793708, 160.00000000","-50.44145176, 25.70120338, 150.00000000","25.70120338, 50.44145176, 150.00000000"
64,,Add,AdaptiveComponent,"-50.15926701, 24.24793708, 160.00000000","-24.24793708, -50.15926701, 160.00000000","-25.70120338, -50.44145176, 150.00000000","-50.44145176, 25.70120338, 150.00000000"
65,,Add,AdaptiveComponent,"-22.82116068, -49.84573809, 170.00000000","49.84573809, -22.82116068, 170.00000000","50.15926701, -24.24793708, 160.00000000","-24.24793708, -50.15926701, 160.00000000"
66,,Add,AdaptiveComponent,"49.84573809, -22.82116068, 170.00000000","22.82116068, 49.84573809, 170.00000000","24.24793708, 50.15926701, 160.00000000","50.15926701, -24.24793708, 160.00000000"
67,,Add,AdaptiveComponent,"22.82116068, 49.84573809, 170.00000000","-49.84573809, 22.82116068, 170.00000000","-50.15926701, 24.24793708, 160.00000000","24.24793708, 50.15926701, 160.00000000"
68,,Add,AdaptiveComponent,"-49.84573809, 22.82116068, 170.00000000","-22.82116068, -49.84573809, 170.00000000","-24.24793708, -50.15926701, 160.00000000","-50.15926701, 24.24793708, 160.00000000"
69,,Add,AdaptiveComponent,"-21.42156301, -49.50231137, 180.00000000","49.50231137, -21.42156301, 180.00000000","49.84573809, -22.82116068, 170.00000000","-22.82116068, -49.84573809, 170.00000000"
70,,Add,AdaptiveComponent,"49.50231137, -21.42156301, 180.00000000","21.42156301, 49.50231137, 180.00000000","22.82116068, 49.84573809, 170.00000000","49.84573809, -22.82116068, 170.00000000"
71,,Add,AdaptiveComponent,"21.42156301, 49.50231137, 180.00000000","-49.50231137, 21.42156301, 180.00000000","-49.84573809, 22.82116068, 170.00000000","22.82116068, 49.84573809, 170.00000000"
72,,Add,AdaptiveComponent,"-49.50231137, 21.42156301, 180.00000000","-21.42156301, -49.50231137, 180.00000000","-22.82116068, -49.84573809, 170.00000000","-49.84573809, 22.82116068, 170.00000000"
73,,Add,AdaptiveComponent,"-20.04976230, -49.13044274, 190.00000000","49.13044274, -20.04976230, 190.00000000","49.50231137, -21.42156301, 180.00000000","-21.42156301, -49.50231137, 180.00000000"
74,,Add,AdaptiveComponent,"49.13044274, -20.04976230, 190.00000000","20.04976230, 49.13044274, 190.00000000","21.42156301, 49.50231137, 180.00000000","49.50231137, -21.42156301, 180.00000000"
75,,Add,AdaptiveComponent,"20.04976230, 49.13044274, 190.00000000","-49.13044274, 20.04976230, 190.00000000","-49.50231137, 21.42156301, 180.00000000","21.42156301, 49.50231137, 180.00000000"
76,,Add,AdaptiveComponent,"-49.13044274, 20.04976230, 190.00000000","-20.04976230, -49.13044274, 190.00000000","-21.42156301, -49.50231137, 180.00000000","-49.50231137, 21.42156301, 180.00000000"
77,,Add,AdaptiveComponent,"-18.70630633, -48.73159407, 200.00000000","48.73159407, -18.70630633, 200.00000000","49.13044274, -20.04976230, 190.00000000","-20.04976230, -49.13044274, 190.00000000"
78,,Add,AdaptiveComponent,"48.73159407, -18.70630633, 200.00000000","18.70630633, 48.73159407, 200.00000000","20.04976230, 49.13044274, 190.00000000","49.13044274, -20.04976230, 190.00000000"
79,,Add,AdaptiveComponent,"18.70630633, 48.73159407, 200.00000000","-48.73159407, 18.70630633, 200.00000000","-49.13044274, 20.04976230, 190.00000000","20.04976230, 49.13044274, 190.00000000"
80,,Add,AdaptiveComponent,"-48.73159407, 18.70630633, 200.00000000","-18.70630633, -48.73159407, 200.00000000","-20.04976230, -49.13044274, 190.00000000","-49.13044274, 20.04976230, 190.00000000"
81,,Add,AdaptiveComponent,"-17.39167282, -48.30722964, 210.00000000","48.30722964, -17.39167282, 210.00000000","48.73159407, -18.70630633, 200.00000000","-18.70630633, -48.73159407, 200.00000000"
82,,Add,AdaptiveComponent,"48.30722964, -17.39167282, 210.00000000","17.39167282, 48.30722964, 210.00000000","18.70630633, 48.73159407, 200.00000000","48.73159407, -18.70630633, 200.00000000"
83,,Add,AdaptiveComponent,"17.39167282, 48.30722964, 210.00000000","-48.30722964, 17.39167282, 210.00000000","-48.73159407, 18.70630633, 200.00000000","18.70630633, 48.73159407, 200.00000000"
84,,Add,AdaptiveComponent,"-48.30722964, 17.39167282, 210.00000000","-17.39167282, -48.30722964, 210.00000000","-18.70630633, -48.73159407, 200.00000000","-48.73159407, 18.70630633, 200.00000000"
85,,Add,AdaptiveComponent,"-16.10626990, -47.85881261, 220.00000000","47.85881261, -16.10626990, 220.00000000","48.30722964, -17.39167282, 210.00000000","-17.39167282, -48.30722964, 210.00000000"
86,,Add,AdaptiveComponent,"47.85881261, -16.10626990, 220.00000000","16.10626990, 47.85881261, 220.00000000","17.39167282, 48.30722964, 210.00000000","48.30722964, -17.39167282, 210.00000000"
87,,Add,AdaptiveComponent,"16.10626990, 47.85881261, 220.00000000","-47.85881261, 16.10626990, 220.00000000","-48.30722964, 17.39167282, 210.00000000","17.39167282, 48.30722964, 210.00000000"
88,,Add,AdaptiveComponent,"-47.85881261, 16.10626990, 220.00000000","-16.10626990, -47.85881261, 220.00000000","-17.39167282, -48.30722964, 210.00000000","-48.30722964, 17.39167282, 210.00000000"
89,,Add,AdaptiveComponent,"-14.85043684, -47.38780159, 230.00000000","47.38780159, -14.85043684, 230.00000000","47.85881261, -16.10626990, 220.00000000","-16.10626990, -47.85881261, 220.00000000"
90,,Add,AdaptiveComponent,"47.38780159, -14.85043684, 230.00000000","14.85043684, 47.38780159, 230.00000000","16.10626990, 47.85881261, 220.00000000","47.85881261, -16.10626990, 220.00000000"
91,,Add,AdaptiveComponent,"14.85043684, 47.38780159, 230.00000000","-47.38780159, 14.85043684, 230.00000000","-47.85881261, 16.10626990, 220.00000000","16.10626990, 47.85881261, 220.00000000"
92,,Add,AdaptiveComponent,"-47.38780159, 14.85043684, 230.00000000","-14.85043684, -47.38780159, 230.00000000","-16.10626990, -47.85881261, 220.00000000","-47.85881261, 16.10626990, 220.00000000"
93,,Add,AdaptiveComponent,"-13.62444498, -46.89564721, 240.00000000","46.89564721, -13.62444498, 240.00000000","47.38780159, -14.85043684, 230.00000000","-14.85043684, -47.38780159, 230.00000000"
94,,Add,AdaptiveComponent,"46.89564721, -13.62444498, 240.00000000","13.62444498, 46.89564721, 240.00000000","14.85043684, 47.38780159, 230.00000000","47.38780159, -14.85043684, 230.00000000"
95,,Add,AdaptiveComponent,"13.62444498, 46.89564721, 240.00000000","-46.89564721, 13.62444498, 240.00000000","-47.38780159, 14.85043684, 230.00000000","14.85043684, 47.38780159, 230.00000000"
96,,Add,AdaptiveComponent,"-46.89564721, 13.62444498, 240.00000000","-13.62444498, -46.89564721, 240.00000000","-14.85043684, -47.38780159, 230.00000000","-47.38780159, 14.85043684, 230.00000000"
97,,Add,AdaptiveComponent,"-12.42849874, -46.38378876, 250.00000000","46.38378876, -12.42849874, 250.00000000","46.89564721, -13.62444498, 240.00000000","-13.62444498, -46.89564721, 240.00000000"
98,,Add,AdaptiveComponent,"46.38378876, -12.42849874, 250.00000000","12.42849874, 46.38378876, 250.00000000","13.62444498, 46.89564721, 240.00000000","46.89564721, -13.62444498, 240.00000000"
99,,Add,AdaptiveComponent,"12.42849874, 46.38378876, 250.00000000","-46.38378876, 12.42849874, 250.00000000","-46.89564721, 13.62444498, 240.00000000","13.62444498, 46.89564721, 240.00000000"
100,,Add,AdaptiveComponent,"-46.38378876, 12.42849874, 250.00000000","-12.42849874, -46.38378876, 250.00000000","-13.62444498, -46.89564721, 240.00000000","-46.89564721, 13.62444498, 240.00000000"
101,,Add,AdaptiveComponent,"-11.26273691, -45.85365092, 260.00000000","45.85365092, -11.26273691, 260.00000000","46.38378876, -12.42849874, 250.00000000","-12.42849874, -46.38378876, 250.00000000"
102,,Add,AdaptiveComponent,"45.85365092, -11.26273691, 260.00000000","11.26273691, 45.85365092, 260.00000000","12.42849874, 46.38378876, 250.00000000","46.38378876, -12.42849874, 250.00000000"
103,,Add,AdaptiveComponent,"11.26273691, 45.85365092, 260.00000000","-45.85365092, 11.26273691, 260.00000000","-46.38378876, 12.42849874, 250.00000000","12.42849874, 46.38378876, 250.00000000"
104,,Add,AdaptiveComponent,"-45.85365092, 11.26273691, 260.00000000","-11.26273691, -45.85365092, 260.00000000","-12.42849874, -46.38378876, 250.00000000","-46.38378876, 12.42849874, 250.00000000"
105,,Add,AdaptiveComponent,"-10.12723402, -45.30664059, 270.00000000","45.30664059, -10.12723402, 270.00000000","45.85365092, -11.26273691, 260.00000000","-11.26273691, -45.85365092, 260.00000000"
106,,Add,AdaptiveComponent,"45.30664059, -10.12723402, 270.00000000","10.12723402, 45.30664059, 270.00000000","11.26273691, 45.85365092, 260.00000000","45.85365092, -11.26273691, 260.00000000"
107,,Add,AdaptiveComponent,"10.12723402, 45.30664059, 270.00000000","-45.30664059, 10.12723402, 270.00000000","-45.85365092, 11.26273691, 260.00000000","11.26273691, 45.85365092, 260.00000000"
108,,Add,AdaptiveComponent,"-45.30664059, 10.12723402, 270.00000000","-10.12723402, -45.30664059, 270.00000000","-11.26273691, -45.85365092, 260.00000000","-45.85365092, 11.26273691, 260.00000000"
109,,Add,AdaptiveComponent,"-9.02200195, -44.74414376, 280.00000000","44.74414376, -9.02200195, 280.00000000","45.30664059, -10.12723402, 270.00000000","-10.12723402, -45.30664059, 270.00000000"
110,,Add,AdaptiveComponent,"44.74414376, -9.02200195, 280.00000000","9.02200195, 44.74414376, 280.00000000","10.12723402, 45.30664059, 270.00000000","45.30664059, -10.12723402, 270.00000000"
111,,Add,AdaptiveComponent,"9.02200195, 44.74414376, 280.00000000","-44.74414376, 9.02200195, 280.00000000","-45.30664059, 10.12723402, 270.00000000","10.12723402, 45.30664059, 270.00000000"
112,,Add,AdaptiveComponent,"-44.74414376, 9.02200195, 280.00000000","-9.02200195, -44.74414376, 280.00000000","-10.12723402, -45.30664059, 270.00000000","-45.30664059, 10.12723402, 270.00000000"
113,,Add,AdaptiveComponent,"-7.94699163, -44.16752254, 290.00000000","44.16752254, -7.94699163, 290.00000000","44.74414376, -9.02200195, 280.00000000","-9.02200195, -44.74414376, 280.00000000"
114,,Add,AdaptiveComponent,"44.16752254, -7.94699163, 290.00000000","7.94699163, 44.16752254, 290.00000000","9.02200195, 44.74414376, 280.00000000","44.74414376, -9.02200195, 280.00000000"
115,,Add,AdaptiveComponent,"7.94699163, 44.16752254, 290.00000000","-44.16752254, 7.94699163, 290.00000000","-44.74414376, 9.02200195, 280.00000000","9.02200195, 44.74414376, 280.00000000"
116,,Add,AdaptiveComponent,"-44.16752254, 7.94699163, 290.00000000","-7.94699163, -44.16752254, 290.00000000","-9.02200195, -44.74414376, 280.00000000","-44.74414376, 9.02200195, 280.00000000"
117,,Add,AdaptiveComponent,"-6.90209492, -43.57811225, 300.00000000","43.57811225, -6.90209492, 300.00000000","44.16752254, -7.94699163, 290.00000000","-7.94699163, -44.16752254, 290.00000000"
118,,Add,AdaptiveComponent,"43.57811225, -6.90209492, 300.00000000","6.90209492, 43.57811225, 300.00000000","7.94699163, 44.16752254, 290.00000000","44.16752254, -7.94699163, 290.00000000"
119,,Add,AdaptiveComponent,"6.90209492, 43.57811225, 300.00000000","-43.57811225, 6.90209492, 300.00000000","-44.16752254, 7.94699163, 290.00000000","7.94699163, 44.16752254, 290.00000000"
120,,Add,AdaptiveComponent,"-43.57811225, 6.90209492, 300.00000000","-6.90209492, -43.57811225, 300.00000000","-7.94699163, -44.16752254, 290.00000000","-44.16752254, 7.94699163, 290.00000000"
121,,Add,AdaptiveComponent,"-5.88714665, -42.97721865, 310.00000000","42.97721865, -5.88714665, 310.00000000","43.57811225, -6.90209492, 300.00000000","-6.90209492, -43.57811225, 300.00000000"
122,,Add,AdaptiveComponent,"42.97721865, -5.88714665, 310.00000000","5.88714665, 42.97721865, 310.00000000","6.90209492, 43.57811225, 300.00000000","43.57811225, -6.90209492, 300.00000000"
123,,Add,AdaptiveComponent,"5.88714665, 42.97721865, 310.00000000","-42.97721865, 5.88714665, 310.00000000","-43.57811225, 6.90209492, 300.00000000","6.90209492, 43.57811225, 300.00000000"
124,,Add,AdaptiveComponent,"-42.97721865, 5.88714665, 310.00000000","-5.88714665, -42.97721865, 310.00000000","-6.90209492, -43.57811225, 300.00000000","-43.57811225, 6.90209492, 300.00000000"
125,,Add,AdaptiveComponent,"-4.90192679, -42.36611528, 320.00000000","42.36611528, -4.90192679, 320.00000000","42.97721865, -5.88714665, 310.00000000","-5.88714665, -42.97721865, 310.00000000"
126,,Add,AdaptiveComponent,"42.36611528, -4.90192679, 320.00000000","4.90192679, 42.36611528, 320.00000000","5.88714665, 42.97721865, 310.00000000","42.97721865, -5.88714665, 310.00000000"
127,,Add,AdaptiveComponent,"4.90192679, 42.36611528, 320.00000000","-42.36611528, 4.90192679, 320.00000000","-42.97721865, 5.88714665, 310.00000000","5.88714665, 42.97721865, 310.00000000"
128,,Add,AdaptiveComponent,"-42.36611528, 4.90192679, 320.00000000","-4.90192679, -42.36611528, 320.00000000","-5.88714665, -42.97721865, 310.00000000","-42.97721865, 5.88714665, 310.00000000"
129,,Add,AdaptiveComponent,"-3.94616272, -41.74604099, 330.00000000","41.74604099, -3.94616272, 330.00000000","42.36611528, -4.90192679, 320.00000000","-4.90192679, -42.36611528, 320.00000000"
130,,Add,AdaptiveComponent,"41.74604099, -3.94616272, 330.00000000","3.94616272, 41.74604099, 330.00000000","4.90192679, 42.36611528, 320.00000000","42.36611528, -4.90192679, 320.00000000"
131,,Add,AdaptiveComponent,"3.94616272, 41.74604099, 330.00000000","-41.74604099, 3.94616272, 330.00000000","-42.36611528, 4.90192679, 320.00000000","4.90192679, 42.36611528, 320.00000000"
132,,Add,AdaptiveComponent,"-41.74604099, 3.94616272, 330.00000000","-3.94616272, -41.74604099, 330.00000000","-4.90192679, -42.36611528, 320.00000000","-42.36611528, 4.90192679, 320.00000000"
133,,Add,AdaptiveComponent,"-3.01953167, -41.11819748, 340.00000000","41.11819748, -3.01953167, 340.00000000","41.74604099, -3.94616272, 330.00000000","-3.94616272, -41.74604099, 330.00000000"
134,,Add,AdaptiveComponent,"41.11819748, -3.01953167, 340.00000000","3.01953167, 41.11819748, 340.00000000","3.94616272, 41.74604099, 330.00000000","41.74604099, -3.94616272, 330.00000000"
135,,Add,AdaptiveComponent,"3.01953167, 41.11819748, 340.00000000","-41.11819748, 3.01953167, 340.00000000","-41.74604099, 3.94616272, 330.00000000","3.94616272, 41.74604099, 330.00000000"
136,,Add,AdaptiveComponent,"-41.11819748, 3.01953167, 340.00000000","-3.01953167, -41.11819748, 340.00000000","-3.94616272, -41.74604099, 330.00000000","-41.74604099, 3.94616272, 330.00000000"
137,,Add,AdaptiveComponent,"-2.12166328, -40.48374714, 350.00000000","40.48374714, -2.12166328, 350.00000000","41.11819748, -3.01953167, 340.00000000","-3.01953167, -41.11819748, 340.00000000"
138,,Add,AdaptiveComponent,"40.48374714, -2.12166328, 350.00000000","2.12166328, 40.48374714, 350.00000000","3.01953167, 41.11819748, 340.00000000","41.11819748, -3.01953167, 340.00000000"
139,,Add,AdaptiveComponent,"2.12166328, 40.48374714, 350.00000000","-40.48374714, 2.12166328, 350.00000000","-41.11819748, 3.01953167, 340.00000000","3.01953167, 41.11819748, 340.00000000"
