RowId,ElementId,Action,Object,Value01,Value02,Value03,Value04
34,,Add,Floor,"-3.94616272, -41.74604099, 330.00000000","41.74604099, -3.94616272, 330.00000000","3.94616272, 41.74604099, 330.00000000","-41.74604099, 3.94616272, 330.00000000"
35,,Add,Floor,"-3.01953167, -41.11819748, 340.00000000","41.11819748, -3.01953167, 340.00000000","3.01953167, 41.11819748, 340.00000000","-41.11819748, 3.01953167, 340.00000000"
36,,Add,Floor,"-2.12166328, -40.48374714, 350.00000000","40.48374714, -2.12166328, 350.00000000","2.12166328, 40.48374714, 350.00000000","-40.48374714, 2.12166328, 350.00000000"
37,,Add,Floor,"-1.25214220, -39.84381092, 360.00000000","39.84381092, -1.25214220, 360.00000000","1.25214220, 39.84381092, 360.00000000","-39.84381092, 1.25214220, 360.00000000"
38,,Add,Floor,"-0.41051086, -39.19946640, 370.00000000","39.19946640, -0.41051086, 370.00000000","0.41051086, 39.19946640, 370.00000000","-39.19946640, 0.41051086, 370.00000000"
39,,Add,Floor,"0.40372770, -38.55174607, 380.00000000","38.55174607, 0.40372770, 380.00000000","-0.40372770, 38.55174607, 380.00000000","-38.55174607, -0.40372770, 380.00000000"
40,,Add,Floor,"1.19110689, -37.90163564, 390.00000000","37.90163564, 1.19110689, 390.00000000","-1.19110689, 37.90163564, 390.00000000","-37.90163564, -1.19110689, 390.00000000"
41,,Add,Floor,"1.95219359, -37.25007271, 400.00000000","37.25007271, 1.95219359, 400.00000000","-1.95219359, 37.25007271, 400.00000000","-37.25007271, -1.95219359, 400.00000000"
42,,Add,Floor,"2.68758511, -36.59794542, 410.00000000","36.59794542, 2.68758511, 410.00000000","-2.68758511, 36.59794542, 410.00000000","-36.59794542, -2.68758511, 410.00000000"
43,,Add,Floor,"3.39790606, -35.94609143, 420.00000000","35.94609143, 3.39790606, 420.00000000","-3.39790606, 35.94609143, 420.00000000","-35.94609143, -3.39790606, 420.00000000"
44,,Add,Floor,"4.08380519, -35.29529697, 430.00000000","35.29529697, 4.08380519, 430.00000000","-4.08380519, 35.29529697, 430.00000000","-35.29529697, -4.08380519, 430.00000000"
45,,Add,Floor,"4.74595222, -34.64629616, 440.00000000","34.64629616, 4.74595222, 440.00000000","-4.74595222, 34.64629616, 440.00000000","-34.64629616, -4.74595222, 440.00000000"
46,,Add,Floor,"5.38503461, -33.99977043, 450.00000000","33.99977043, 5.38503461, 450.00000000","-5.38503461, 33.99977043, 450.00000000","-33.99977043, -5.38503461, 450.00000000"
47,,Add,Floor,"6.00175433, -33.35634818, 460.00000000","33.35634818, 6.00175433, 460.00000000","-6.00175433, 33.35634818, 460.00000000","-33.35634818, -6.00175433, 460.00000000"
48,,Add,Floor,"6.59682466, -32.71660461, 470.00000000","32.71660461, 6.59682466, 470.00000000","-6.59682466, 32.71660461, 470.00000000","-32.71660461, -6.59682466, 470.00000000"
49,,Add,Floor,"7.17096690, -32.08106173, 480.00000000","32.08106173, 7.17096690, 480.00000000","-7.17096690, 32.08106173, 480.00000000","-32.08106173, -7.17096690, 480.00000000"
50,,Add,Floor,"7.72490723, -31.45018855, 490.00000000","31.45018855, 7.72490723, 490.00000000","-7.72490723, 31.45018855, 490.00000000","-31.45018855, -7.72490723, 490.00000000"
51,,Add,Floor,"8.25937347, -30.82440144, 500.00000000","30.82440144, 8.25937347, 500.00000000","-8.25937347, 30.82440144, 500.00000000","-30.82440144, -8.25937347, 500.00000000"
52,,Add,Floor,"8.77509199, -30.20406473, 510.00000000","30.20406473, 8.77509199, 510.00000000","-8.77509199, 30.20406473, 510.00000000","-30.20406473, -8.77509199, 510.00000000"
53,,Add,Floor,"9.27278452, -29.58949139, 520.00000000","29.58949139, 9.27278452, 520.00000000","-9.27278452, 29.58949139, 520.00000000","-29.58949139, -9.27278452, 520.00000000"
54,,Add,Floor,"9.75316520, -28.98094397, 530.00000000","28.98094397, 9.75316520, 530.00000000","-9.75316520, 28.98094397, 530.00000000","-28.98094397, -9.75316520, 530.00000000"
55,,Add,Floor,"10.21693753, -28.37863570, 540.00000000","28.37863570, 10.21693753, 540.00000000","-10.21693753, 28.37863570, 540.00000000","-28.37863570, -10.21693753, 540.00000000"
56,,Add,Floor,"10.66479148, -27.78273167, 550.00000000","27.78273167, 10.66479148, 550.00000000","-10.66479148, 27.78273167, 550.00000000","-27.78273167, -10.66479148, 550.00000000"
57,,Add,Floor,"11.09740070, -27.19335031, 560.00000000","27.19335031, 11.09740070, 560.00000000","-11.09740070, 27.19335031, 560.00000000","-27.19335031, -11.09740070, 560.00000000"
58,,Add,Floor,"11.51541974, -26.61056494, 570.00000000","26.61056494, 11.51541974, 570.00000000","-11.51541974, 26.61056494, 570.00000000","-26.61056494, -11.51541974, 570.00000000"
59,,Add,Floor,"11.91948146, -26.03440549, 580.00000000","26.03440549, 11.91948146, 580.00000000","-11.91948146, 26.03440549, 580.00000000","-26.03440549, -11.91948146, 580.00000000"
60,,Add,Floor,"12.31019447, -25.46486034, 590.00000000","25.46486034, 12.31019447, 590.00000000","-12.31019447, 25.46486034, 590.00000000","-25.46486034, -12.31019447, 590.00000000"
