RowId,ElementId,Action,Object,Value01,Value02,Value03,Value04
0.30,,Use,Points,"1190.00000000, 560.00000000, 0.33429779","1190.00000000, 750.00000000, 94.06487842","1190.00000000, 960.00000000, 161.71568854","1190.00000000, 1190.00000000, 141.08888531"
0.31,,Use,Points,"1190.00000000, 1440.00000000, 51.14865649","1190.00000000, 1710.00000000, -25.41436632","1190.00000000, 2000.00000000, -18.20849304",
0.32,,Model,ReferenceArray,,,,
0.33,,Use,Points,"1440.00000000, 0.00000000, 198.93582466","1440.00000000, 110.00000000, 152.96605525","1440.00000000, 240.00000000, 57.32114101","1440.00000000, 390.00000000, -0.06342500"
0.34,,Use,Points,"1440.00000000, 560.00000000, 33.57146258","1440.00000000, 750.00000000, 127.30204321","1440.00000000, 960.00000000, 194.95285333","1440.00000000, 1190.00000000, 174.32605010"
0.35,,Use,Points,"1440.00000000, 1440.00000000, 84.38582128","1440.00000000, 1710.00000000, 7.82279847","1440.00000000, 2000.00000000, 15.02867175",
0.36,,Model,ReferenceArray,,,,
0.37,,Use,Points,"1710.00000000, 0.00000000, 141.21184852","1710.00000000, 110.00000000, 95.24207911","1710.00000000, 240.00000000, -0.40283513","1710.00000000, 390.00000000, -57.78740114"
0.38,,Use,Points,"1710.00000000, 560.00000000, -24.15251356","1710.00000000, 750.00000000, 69.57806707","1710.00000000, 960.00000000, 137.22887719","1710.00000000, 1190.00000000, 116.60207396"
0.39,,Use,Points,"1710.00000000, 1440.00000000, 26.66184514","1710.00000000, 1710.00000000, -49.90117766","1710.00000000, 2000.00000000, -42.69530438",
0.40,,Model,ReferenceArray,,,,
0.41,,Use,Points,"2000.00000000, 0.00000000, 45.59788891","2000.00000000, 110.00000000, -0.37188050","2000.00000000, 240.00000000, -96.01679474","2000.00000000, 390.00000000, -153.40136075"
0.42,,Use,Points,"2000.00000000, 560.00000000, -119.76647318","2000.00000000, 750.00000000, -26.03589254","2000.00000000, 960.00000000, 41.61491758","2000.00000000, 1190.00000000, 20.98811435"
0.43,,Use,Points,"2000.00000000, 1440.00000000, -68.95211447","2000.00000000, 1710.00000000, -145.51513728","2000.00000000, 2000.00000000, -138.30926400",
0.44,,Add,LoftForm,,,,
