RowId,ElementId,Action,Object,Value01,Value02,Value03,Value04
4.1,,Use,Points,"560.00000000, 560.00000000, -141.04461162","560.00000000, 750.00000000, -47.31403098","560.00000000, 960.00000000, 20.33677913","560.00000000, 1190.00000000, -0.29002410"
4.2,,Use,Points,"560.00000000, 1440.00000000, -90.23025291","560.00000000, 1710.00000000, -166.79327572","560.00000000, 2000.00000000, -159.58740244",
4.3,,Add,CurveByPoints,,,,
5.0,,Use,Points,"750.00000000, 0.00000000, 4.10757253","750.00000000, 110.00000000, -41.86219688","750.00000000, 240.00000000, -137.50711112","750.00000000, 390.00000000, -194.89167713"
5.1,,Use,Points,"750.00000000, 560.00000000, -161.25678955","750.00000000, 750.00000000, -67.52620892","750.00000000, 960.00000000, 0.12460120","750.00000000, 1190.00000000, -20.50220203"
5.2,,Use,Points,"750.00000000, 1440.00000000, -110.44243085","750.00000000, 1710.00000000, -187.00545365","750.00000000, 2000.00000000, -179.79958037",
5.3,,Add,CurveByPoints,,,,
6.0,,Use,Points,"960.00000000, 0.00000000, 72.05845018","960.00000000, 110.00000000, 26.08868077","960.00000000, 240.00000000, -69.55623347","960.00000000, 390.00000000, -126.94079948"
6.1,,Use,Points,"960.00000000, 560.00000000, -93.30591191","960.00000000, 750.00000000, 0.42466873","960.00000000, 960.00000000, 68.07547885","960.00000000, 1190.00000000, 47.44867561"
6.2,,Use,Points,"960.00000000, 1440.00000000, -42.49155320","960.00000000, 1710.00000000, -119.05457601","960.00000000, 2000.00000000, -111.84870273",
6.3,,Add,CurveByPoints,,,,
7.0,,Use,Points,"1190.00000000, 0.00000000, 165.69865987","1190.00000000, 110.00000000, 119.72889046","1190.00000000, 240.00000000, 24.08397622","1190.00000000, 390.00000000, -33.30058979"
7.1,,Use,Points,"1190.00000000, 560.00000000, 0.33429779","1190.00000000, 750.00000000, 94.06487842","1190.00000000, 960.00000000, 161.71568854","1190.00000000, 1190.00000000, 141.08888531"
7.2,,Use,Points,"1190.00000000, 1440.00000000, 51.14865649","1190.00000000, 1710.00000000, -25.41436632","1190.00000000, 2000.00000000, -18.20849304",
7.3,,Add,CurveByPoints,,,,
8.0,,Use,Points,"1440.00000000, 0.00000000, 198.93582466","1440.00000000, 110.00000000, 152.96605525","1440.00000000, 240.00000000, 57.32114101","1440.00000000, 390.00000000, -0.06342500"
8.1,,Use,Points,"1440.00000000, 560.00000000, 33.57146258","1440.00000000, 750.00000000, 127.30204321","1440.00000000, 960.00000000, 194.95285333","1440.00000000, 1190.00000000, 174.32605010"
8.2,,Use,Points,"1440.00000000, 1440.00000000, 84.38582128","1440.00000000, 1710.00000000, 7.82279847","1440.00000000, 2000.00000000, 15.02867175",
8.3,,Add,CurveByPoints,,,,
9.0,,Use,Points,"1710.00000000, 0.00000000, 141.21184852","1710.00000000, 110.00000000, 95.24207911","1710.00000000, 240.00000000, -0.40283513","1710.00000000, 390.00000000, -57.78740114"
9.1,,Use,Points,"1710.00000000, 560.00000000, -24.15251356","1710.00000000, 750.00000000, 69.57806707","1710.00000000, 960.00000000, 137.22887719","1710.00000000, 1190.00000000, 116.60207396"
9.2,,Use,Points,"1710.00000000, 1440.00000000, 26.66184514","1710.00000000, 1710.00000000, -49.90117766","1710.00000000, 2000.00000000, -42.69530438",
9.3,,Add,CurveByPoints,,,,
10.0,,Use,Points,"2000.00000000, 0.00000000, 45.59788891","2000.00000000, 110.00000000, -0.37188050","2000.00000000, 240.00000000, -96.01679474","2000.00000000, 390.00000000, -153.40136075"
10.1,,Use,Points,"2000.00000000, 560.00000000, -119.76647318","2000.00000000, 750.00000000, -26.03589254","2000.00000000, 960.00000000, 41.61491758","2000.00000000, 1190.00000000, 20.98811435"
10.2,,Use,Points,"2000.00000000, 1440.00000000, -68.95211447","2000.00000000, 1710.00000000, -145.51513728","2000.00000000, 2000.00000000, -138.30926400",
10.3,,Add,CurveByPoints,,,,
