RowId,ElementId,Action,Object,Value01,Value02,Value03,Value04
55,,Use,Points,"0, 420,  2","  10, 420,  5","  20, 420,  3","30, 420,  0"
56,,Use,Points,"0, 430, 3","  10, 430,  4","  20, 430,  2","30, 430, -1"
57,,Add,TopographySurface,,,,
58,,Add,ReferencePoint,"0, 500, 0",,,
59,,Add,ReferencePoint,"10, 500, 10",,,
60,,Add,ReferencePoint,"20, 500, 0",,,
61,,Add,ReferencePoint,"30, 500, -10",,,
62,,Add,CurveByPoints,"0, 510, 0","10, 510, 10","20, 510, 5","30, 510, 0"
63,,Model,ReferenceArray,,,,
64,,Use,Points,"0, 520, 2","10, 520, 9","20, 520, 6","30, 520, -5"
65,,Model,ReferenceArray,,,,
66,,Use,Points,"0, 530, 4","10, 530, 8","20, 530,7","30, 530, -10"
67,,Model,ReferenceArray,,,,
68,,Use,Points,"0, 540, 6","10, 540, 7","20, 540, 8","30, 540, -15"
69,,Add,LoftForm,,,,
70,,Draw,CurveArray,,,,
71,,Draw,Line,"40, 1100, 0","40, 1200, 0",,
72,,Draw,Arc,"40, 1200, 0","140, 1200, 0","90, 1212.63, 0",
73,,Draw,Line,"140, 1200, 0","140, 1100, 0",,
74,,Draw,Line,"140, 1100, 0","40, 1100, 0",,
75,,Draw,CurveArray,,,,
76,,Draw,Line,"90, 1190, 0","90, 1170, 0",,
77,,Draw,Line,"90, 1170, 0","112, 1170, 0",,
78,,Draw,Line,"112, 1170, 0","112, 1190, 0",,
79,,Draw,Line,"112, 1190, 0","90, 1190, 0",,
80,,Draw,CurveArray,,,,
81,,Draw,Arc,"71, 1120, 0","71, 1136, 0","79, 1128, 0",
82,,Draw,Arc,"71, 1136, 0","71, 1120, 0","63, 1128, 0",
83,,Add,DetailLine,,,,
84,,Draw,CurveArray,,,,
85,,Draw,Line,"0.00, 1300, 0.00","50.50, 1300, 0.00",,
86,,Draw,Line,"50.50, 1300, 0.00","50.50, 1300, 10.00",,
87,,Draw,Line,"50.50, 1300, 10.00","36.50, 1300, 10.00",,
88,,Draw,Arc,"36.50, 1300, 10.00","13.00, 1300, 10.00","24.75, 1300, 21.75",
89,,Draw,Line,"13.00, 1300, 10.00","0.00, 1300, 10.00",,
90,,Draw,Line,"0.00, 1300, 10.00","0.00, 1300, 0.00",,
91,,Draw,CurveArray,,,,
92,,Draw,Line,"11.88, 1300, 6.75","11.88, 1300, 2.75",,
93,,Draw,Line,"11.88, 1300, 2.75","3.38, 1300, 2.75",,
94,,Draw,Line,"3.38, 1300, 2.75","3.38, 1300, 6.75",,
95,,Draw,Line,"3.38, 1300, 6.75","11.88, 1300, 6.75",,
96,,Draw,CurveArray,,,,
97,,Draw,Arc,"25.50, 1300, 6.75","18.50, 1300, 6.75","22.00, 1300, 3.25",
98,,Draw,Arc,"18.50, 1300, 6.75","25.50, 1300, 6.75","22.00, 1300, 10.25",
99,,Add,ModelLine,,,,
