RowId,ElementId,Action,Object,Value01,Value02,Value03,Value04
2.1,,Use,Points,"-0.50000000, 22.68000000, 18.48000000","4.30429404, 23.42014856, 18.48000000","15.26099093, 23.86635753, 18.48000000","24.79813774, 11.45811423, 18.48000000"
2.2,,Use,Points,"28.67413660, -4.26729534, 18.48000000","17.95470785, -16.47465376, 18.48000000","1.95136166, -15.81558684, 18.48000000","-11.75695872, -9.56833822, 18.48000000"
2.3,,Use,Points,"-19.48565529, -3.24611304, 18.48000000","-23.02000000, 0.16000000, 18.48000000",,
2.4,,Draw,NurbSpline,,,,
2.5,,Use,Points,"-23.02000000, 0.16000000, 18.48000000","-21.61298988, 0.84631135, 18.48000000","-18.83530945, 2.31807387, 18.48000000","-14.88950198, 4.83432281, 18.48000000"
2.6,,Use,Points,"-11.21372347, 7.69587492, 18.48000000","-7.84098244, 10.96655253, 18.48000000","-4.90231343, 14.56892657, 18.48000000","-2.43652388, 18.46002453, 18.48000000"
2.7,,Use,Points,"-1.08878860, 21.25439143, 18.48000000","-0.50000000, 22.68000000, 18.48000000",,
2.8,,Draw,NurbSpline,,,,
2.9,338310,Add,Floor,,,,
3.0,,Draw,CurveArray,,,,
3.1,,Use,Points,"-1.30000000, 23.72000000, 27.72000000","3.48880505, 24.09071064, 27.72000000","14.08832426, 23.66005902, 27.72000000","23.72478647, 11.86110196, 27.72000000"
3.2,,Use,Points,"28.13513148, -3.72172139, 27.72000000","17.37728514, -15.69099010, 27.72000000","1.59353754, -15.08990522, 27.72000000","-11.98445284, -9.01956915, 27.72000000"
3.3,,Use,Points,"-19.39568358, -2.42557254, 27.72000000","-22.68000000, 1.14000000, 27.72000000",,
3.4,,Draw,NurbSpline,,,,
3.5,,Use,Points,"-22.68000000, 1.14000000, 27.72000000","-21.28068242, 1.78116948, 27.72000000","-18.52125624, 3.17598001, 27.72000000","-14.62509545, 5.62867364, 27.72000000"
3.6,,Use,Points,"-11.03735640, 8.48402440, 27.72000000","-7.81209232, 11.80550846, 27.72000000","-5.10028556, 15.47708084, 27.72000000","-2.91030589, 19.45764277, 27.72000000"
3.7,,Use,Points,"-1.78052111, 22.28352458, 27.72000000","-1.30000000, 23.72000000, 27.72000000",,
3.8,,Draw,NurbSpline,,,,
3.9,338317,Add,Floor,,,,
4.0,,Draw,CurveArray,,,,
4.1,,Use,Points,"-2.10000000, 24.76000000, 36.96000000","2.67331605, 24.76127273, 36.96000000","12.91565760, 23.45376051, 36.96000000","22.65143519, 12.26408970, 36.96000000"
4.2,,Use,Points,"27.59612636, -3.17614743, 36.96000000","16.79986243, -14.90732644, 36.96000000","1.23571341, -14.36422360, 36.96000000","-12.21194697, -8.47080007, 36.96000000"
4.3,,Use,Points,"-19.30571187, -1.60503205, 36.96000000","-22.34000000, 2.12000000, 36.96000000",,
4.4,,Draw,NurbSpline,,,,
4.5,,Use,Points,"-22.34000000, 2.12000000, 36.96000000","-20.94837496, 2.71602762, 36.96000000","-18.20720304, 4.03388614, 36.96000000","-14.36068892, 6.42302446, 36.96000000"
4.6,,Use,Points,"-10.86098933, 9.27217389, 36.96000000","-7.78320220, 12.64446438, 36.96000000","-5.29825768, 16.38523512, 36.96000000","-3.38408789, 20.45526102, 36.96000000"
4.7,,Use,Points,"-2.47225362, 23.31265774, 36.96000000","-2.10000000, 24.76000000, 36.96000000",,
4.8,,Draw,NurbSpline,,,,
4.9,338324,Add,Floor,,,,
5.0,,Draw,CurveArray,,,,
5.1,,Use,Points,"-22.00000000, 3.10000000, 46.20000000","-19.21574016, -0.78449155, 46.20000000","-12.43944109, -7.92203099, 46.20000000","0.87788929, -13.63854198, 46.20000000"
5.2,,Use,Points,"16.22243972, -14.12366278, 46.20000000","27.05712124, -2.63057348, 46.20000000","21.57808392, 12.66707743, 46.20000000","11.74299093, 23.24746200, 46.20000000"
5.3,,Use,Points,"1.85782706, 25.43183481, 46.20000000","-2.90000000, 25.80000000, 46.20000000",,
5.4,,Draw,NurbSpline,,,,
5.5,,Use,Points,"-2.90000000, 25.80000000, 46.20000000","-3.16398613, 24.34179089, 46.20000000","-3.85786989, 21.45287927, 46.20000000","-5.49622981, 17.29338939, 46.20000000"
5.6,,Use,Points,"-7.75431207, 13.48342030, 46.20000000","-10.68462226, 10.06032337, 46.20000000","-14.09628239, 7.21737529, 46.20000000","-17.89314983, 4.89179228, 46.20000000"
5.7,,Use,Points,"-20.61606750, 3.65088575, 46.20000000","-22.00000000, 3.10000000, 46.20000000",,
5.8,,Draw,NurbSpline,,,,
5.9,338331,Add,Floor,,,,
